id,sentence,difficulty
1054,"Selon une récente enquête réalisée par Ipsos, 84% d'entre eux jugent important, voire primordial, pour la vie familiale, associative, culturelle ou religieuse que le dimanche reste le jour de repos commun à la plupart des salariés.",C2
1055,"Si cette dernière innovation voyait le jour, une de ses applications serait tout aussi impressionnante et inquiétante.",B2
1056,"Une des sources majeures des gaz à effet de serre dans le monde étant la production d'électricité d'origine fossile, il est donc normal de s'atteler à l'immense tâche de décarboner nos productions.",C1
1057,"Ce dernier lui décrit sa patrie dans les contrées du sud, il lui parle des coutumes, des traditions de son peuple.",B2
1058,"Telle est du moins la représentation métaphorique qu'on s'en fait dans la culture populaire afghane, entre soeurs, copines ou voisines, à l'abri des oreilles masculines indiscrètes.",C1
1059,"Ils sont tolérants et compréhensifs, à condition que les enfants réussissent leurs études.",B2
1060,"Nous voulûmes donner suite à sa requête, mais nous dûmes nous résoudre et nous nous tûmes sur les tenants et aboutissants.",C2
1061,"Son pelage était celui d'un loup, avec une dominante grise nettement marquée, mais des reflets rouges insaisissables, furtifs comme des ombres, couraient par instants dans sa fourrure, la faisant paraître tantôt grise, tantôt - trop fugacement pour que l'impression demeure - d'une belle couleur fauve.",C2
1062,C'est même la première fois que nous voyons deux ouragans majeurs se produire au mois de novembre,A2
1063,"Grégoire est nul à l'école, tellement nul qu'à treize ans il est toujours en sixième.",A2
1064,La caravane traversait lentement les dunes orangées comme le soleil déclinait lentemement pour enfin disparaître et laisser place au froid glacial et à l'obscurité la plus totale et terrifiante.,C1
1065,Nous comprenons qu'une partie du personnel soit mécontente et méfiante mais nous prendrons toutes les mesures pour éviter que cela nuise au personnel et à notre image de marque.,B2
1066,Quelqu'un a essayé de brûler la maison et on ignore qui et pourquoi.,B1
1067,Elle obligeait à effectuer des interventions mécaniques fréquentes.,B2
1068,J'accepterais ce poste à condition qu'il soit basé à Zurich.,B1
1069,"Bref : réfléchir à l'utilisation que vous allez en avoir et non pas en fonction du prix, même mini !",A2
1070,"C'est son péché mignon ça, boire un bon verre de vin blanc",B1
1071,Elle n'aime pas les gens que je fréquente.,A2
1072,C'est quoi le plat du jour s'il vous plaît ?,A1
1073,"Salut! Je suis espagnole, et toi?",A1
1074,"Au niveau national, la part de patients en réanimation parmi tous ceux qui sont hospitalisés a augmenté ces dernières semaines.",C1
1075,"Honte de devoir leur amour à ma beauté, mon écoeurante beauté qui fait battre les paupières des chéries, ma méprisable beauté dont elles me cassent les oreilles depuis mes seize ans.",C1
1076,"Longtemps, il fut une journée remplie d'obligations sociales.",C1
1077,"Il s'agit d'un processus volontaire et tourné vers l'avenir, qui permet aux deux parties de trouver une issue, leur issue.",B1
1078,"Les bruits de klaxon viennent entrecouper les mots des militantes qui s'expriment, un micro dans leurs mains endolories par le froid matinal.",C1
1079,"Deuxièmement, il y a souvent la crainte, lorsqu'on n'est pas sur les réseaux sociaux, de ""louper quelque chose"".",B1
1080,Je me précipite sur celle terre qui devrait s'entrouvrir pour m'engloutir à jamais ; je pose ma tête sur la pierre froide qui devrait calmer la fièvre ardente qui me dévore.,C2
1081,"En musique, l'épanadiplose est une ressource d'effets mélodiques des comptines.",C2
1082,On a eu aucune nouvelle de cette personne depuis le 15 août.,B1
1083,Les habitants du monde entier sont invités à une assemblée extraordinaire à Nossiop pour réfléchir aux applications de cette nouvelle technologie et à ses conséquences pour l'humanité.,B1
1084,"Alors dans ce texte, vous avez attendu plusieurs expressions idiomatiques.",C2
1085,"Les premiers jours, nous ne lui avons rien dit et elle n'a parlé à personne.",A2
1086,"Jusqu'à la mi-novembre, en fonction de la météo, notamment, et moyennant 150 euros par personne et par nuit, les visiteurs pourront s'offrir l'un des vingt ""hébergements en immersion"" que met en place l'établissement.",C1
1087,Je ne suis qu'un bon soldat timide.,B1
1088,"C'est le constat d'un institut de recherche en Californie qui tient compte pour son calcul de la pression exercée par les humains sur les ressources naturelles, ainsi que de la capacité de la Terre à se régénérer.",A2
1089,Tu me fais plaisir !,A1
1090,Cet amour-propre était en tiers entre Ellénore et moi.,C2
1091,"Le travail d'Alain Reynaud sur la Chine des Zhou orientaux, où l'on comprend que l'unification du monde des Han découle de la configuration géographique des principautés et de leur situation dans l'ensemble des sociétés de l'Eurasie orientale, peut être considéré comme la première oeuvre de cette géohistoire postbraudélienne.",C2
1092,"Si elle avait étudié davantage, elle aurait pu réussir l'examen.",B2
1093,"Raconter tout serait impossible, car il faudrait alors un volume au moins par journée, pour énumérer les multitudes d'incidents insignifiants qui emplissent notre existence.",C1
1094,"Ici, tout est mêlé et accéléré , souligne la sociologue.",C1
1095,La majorité des Français fête Pâques et considère cette date comme une occasion de se retrouver en famille pour partager un bon repas,B1
1096,"Ce dragon était le vieux serpent, le roi.",A2
1097,"Ainsi, ils gagnent en effcacité et l'employeur en profte.",B2
1098,"Que le vulgaire croie à des comètes extraordinaires qui traversent l'espace, ou à l'existence de monstres antédiluviens qui peuplent l'intérieur du globe, passe encore, mais ni l'astronome, ni le géologue n'admettent de telles chimères.",C2
1099,Vous avez fait de l'exercice physique,A2
1100,Tour d'horizon du bilan de ces douze jours de tractations.,C1
1101,Je suis dentiste dans un nouveau cabinet depuis une semaine et j'aime mon travail,B1
1102,"Par conséquent, d'après Marx, les Hommes qui détiennent les clés des désirs de l'humanité auront en leur possession un pouvoir immense et une responsabilité d'autant plus importante",C2
1103,Tapez votre message sur les touches de votre téléphone,A1
1104,J'aimerais bien être figurant dans un film mais je n'ai pas encore eu l'occasion de l'être.,B1
1105,Il préfère quand les sommes ne sont pas arrondies,A2
1106,"Quand les joueurs eurent terminé le match, ils prirent une boisson énergisante.",B2
1107,"Une abeille m'a piqué, c'est très douloureux.",B1
1108,Comment est votre blanquette ?,A2
1109,Quelles sont-les démarches à faire pour obtenir ce documment?,B2
1110,C'est au premier temps de la colonisation du continent américain par les colons européens au XVIIe siècle qu'il faut remonter pour comprendre cette fête si particulière,B2
1111,Rien ne vaut un bon livre !,A2
1112,"Malgré leur situation privilégié, ces chatons connurent déjà la misère, la famine et le froid extrême.",C1
1113,J'ai un frère et une soeur.,A1
1114,"Il déplaçait les chaises, en faisait des obstacles, la forçait à pivoter pendant une minute autour de la même, puis, quittant celle-là, en saisissait une autre.",C2
1115,"Au début, l'Homme est un être naturel comme les animaux, or il est aussi naturellement démuni face aux autres car le frère de Prométhée, Epiméthée, omet de le doter d'une capacité qui lui permettrait de survivre",C2
1116,"Au sein du gouvernement français, rares sont ceux qui peuvent afficher sur leur CV ne serait-ce qu'une année à la fac!",C2
1117,"Il élabore des méthodes pour défendre la ville d'une attaque navale des Turcs avec, notamment, l'invention d'un scaphandre à casque rudimentaire.",C1
1118,Je lis un livre très intéressant !,A1
1119,Elle allait vers le sud où il faisait moins froid.,A2
1120,Elle est certainement devenue mauvaise à cause de son mari.,B1
1121,C'est un retour impatiemment guetté par les gamins des bourgades bretonnes.,C1
1122,"Les pèlerins partagèrent alors cette célébration avec leurs voisins indiens, et ceux-ci apportèrent alors des dindes à rôtir",C1
1123,J'habite un quartier calme,A1
1124,"L'étude des dépouilles avec l'aide d'archéo-vétérinaires a permis de remarquer que la plupart des animaux enterrés à Bérénice sont morts de maladie, parfois jeunes, ou de blessure.",C1
1125,"En effet, sitôt rentrés chez eux, Vanessa, 14 ans, Raphaël, 16 ans, Marie, 44 ans, et Patrick, 45 ans, branchent les petites boîtes colorées afin de les recharger.",B2
1126,"Avant Noel, vous achetez des cadeaux pour tout le monde.",A1
1127,"Plus grave, un lien a été mis en évidence entre ces usages et des symptômes de dépression.",B1
1128,"Pourfendeur des sciences et des arts, fossoyeur de la propriété privée, contempteur de la monarchie, ce bonhomme, qui égratigne au passage les médecins, les femmes, les gens de lettres et les Anglais, sent le fagot.",C2
1129,J'ai décidé de peindre les murs en jaune et d'y installer mon piano.,A2
1130,Un bureau !,A1
1131,"Chêne, mon aile est cassée, je ne peux pas voler.",A2
1132,"Or, il faut bien différencier une contrainte d'une obligation, qui elle est une activité que l'individu s'impose lui-même librement",C2
1133,Elle porte des lunettes.,A1
1134,"Au fond, beaucoup franchissent avec vaillance le mur du son de la cinquantaine.",C1
1135,Je suis une passionnée de montagne.,A1
1136,On ne peut pas utiliser son portable et il n'est pas permis de manger,A1
1137,"C'est à dire, ce n'est pas une volonté hiérarchique qui viendrait des ministères ou de l'Académie, ce sont les enseignants qui, il suffit de regarder divers blogues sur internet d'enseignants qui se posent des questions au primaire, secondaire, collège, lycée.",C2
1138,"Ainsi, il existe déjà une méthode pour passer du virtuel au réel.",B1
1139,Hier s'est terminé le Salon de la pâtisserie de Paris.,A2
1140,Les enquêteurs sont convaincus que l'écoute électronique des conversations téléphoniques est un outil essentiel à la police.,B2
1141,"Bon résultat de l'économie française ce mois-ci, plus quatre pour cent",C1
1142,Il a rendez-vous chez le médecin,A1
1143,"Souvent, je m'arrêtais pour parler avec les villageois.",A2
1144,"Le monastère avait donc conservé son église médiévale, qui faisait également office de paroissiale.",C1
1145,mais aussi des fraisiers : je me régale et je fais le plein de vitamines J'espère que tu passes de bonnes vacances à Limoges,A2
1146,"Curieusement, l'actuel président du groupe Radio-France ne se souvient pas du débat après l'arrivée de M. Aphatie : Son arrivée n'a pas été critiquée, car il était évident que Jean-Michel Aphatie avait beaucoup de présence à la radio.",B1
1147,Il ne peut en rester qu'un.,A2
1148,"Dans le sac, il y a un téléphone, des clés, un ordinateur, une photo et un portefeuille",A1
1149,"Tous les dimanches, je vais faire mes courses au marché.",A1
1150,L'école a-t-elle fait changer le monde ?,A2
1151,"Le backtesting évalue essentiellement la performance d'une stratégie de trading sur des données historiques, si nous avons utilisé une stratégie donnée sur un ensemble d'actifs dans le passé, dans quelle mesure elle aurait été performante.",C1
1152,"Depuis qu'elles se sont diversifiées, au moins 30 000 sont nées et se sont éteintes, souvent sans laisser de trace.",C1
1153,Je travaille chez moi le matin et l'après-midi,A1
1154,"Avec de nombreux professionnels, j'ai appelé, en tant que contrôleuse générale des lieux de privation de liberté (CGPL), à une vaccination massive du personnel et des prisonniers.",C1
